term,frequency
n o   t i n c,2
b a r e l y   d i d,2
very lacking lacking,2
Clinic in terrible terrible,2
was very lacking lacking,2
n e v e r   w a s t e,2
after the bad bad,2
n o   s e a t s,2
Great lack lack,2
who failed failed,2
n o t   s p a m,2
that the bad bad,2
n o   a g r e e m e n t,2
n o t   u n e d u c a t e d,2
Incredible bad bad,2
n e v e r   w o r e,2
n o t   o p t i o n a l,2
this very bad bad,2
it is negative negative,2
N O   t o,2
accepted the failure failure,2
"N o 
 0 0 0",2
attempts with poor poor,2
only getting worse worse,2
with the poor poor,2
me most dissatisfied dissatisfied,2
most dissatisfied dissatisfied,2
n o t   a n o n y m o u s,2
n o t   o p e n i n g,2
big lack lack,2
n o t   f o r t h c o m i n g,2
n o t   a p p r o v e d,2
n o t   M A Y,2
looked worse worse,2
and a negative negative,2
a big lack lack,2
n o   a t t e n d a n t,2
feeling worse worse,2
N o   t y p e,2
n o t   s k i m p,2
It gets worse worse,2
h a r d l y   s h o w,2
came back negative negative,2
n o t   c o c c y g o d y n i a,2
here feeling bad bad,2
n o t   i m m e d i a t e l y,2
"n o t 
 T h e",2
n o   b a d,2
n e v e r   q u e s t i o n e d,2
she felt bad bad,2
clear lack lack,2
found it lacking lacking,2
n o   c l o s e,2
treatment was terrible terrible,2
professional and poor poor,2
chooses a terrible terrible,2
it lacking lacking,2
were terrible terrible,2
n o t   m o n i t o r,2
tonight without fail fail,2
n o t   b o r n,2
N O T   c l i c k,2
this complete lack lack,2
negligence and lack lack,2
n o t   d e s c r i b e,2
This is terrible terrible,2
a clear lack lack,2
citing lack lack,2
all have bad bad,2
n o t   j u d g e,2
n o   m i n i m u m,2
finds me worse worse,2
n o t   a d e q u a t e,2
situation was terrible terrible,2
be so bad bad,2
n o t   p o s s i a m o,2
n o t   a d v a n c e,2
b a r e l y   l i s t e n s,2
n o   a n y t h i n g,2
N O   R E S P O N S E,2
system is bad bad,2
n o t   c h e c k i n g,2
n o t   r e a c h e d,2
n o t   b e n e f i t,2
a TOTAL lack lack,2
N o t   r e c e i v i n g,2
n o t   2,2
n o t   r e l i a b l e,2
N o t   a n,2
alleged lack lack,2
t fail fail,2
n o t   b e l i e v i n g,2
n o t   i n f o r m i n g,2
Tremendous lack lack,2
n o t   i n v a l i d a t e,2
"n o t 
 a c c e p t s",2
Clinic with terrible terrible,2
at the lack lack,2
A TOTAL LACK LACK,2
up much worse worse,2
was even worse worse,2
felt horrible horrible,2
n o t   i n t e r e s t i n g,2
it is terrible terrible,2
h a r d l y   a s k e d,2
doctor failed failed,2
issue a negative negative,2
"n o t 
 A u t h o r i z e",2
n e v e r   n e e d e d,2
to bad bad,2
N E V E R   m a s t u r b a t e d,2
due to bad bad,2
n o t   w a i t e d,2
What a lack lack,2
n o t   p r o c e s s,2
n o   m e d i c i n e,2
b a r e l y   l e t s,2
n o   b o n e,2
n o t   b e f o r e,2
already dissatisfied dissatisfied,2
was already dissatisfied dissatisfied,2
noticed a lack lack,2
or the lack lack,2
n o t   r e q u e s t i n g,2
describe the terrible terrible,2
n o t   h o l d i n g,2
n o   r e f e r r a l,2
n e v e r   a n s w e r s,2
This doctor failed failed,2
receive poor poor,2
n o t   g u a r a n t e e d,2
n o   h o p e,2
there feeling terrible terrible,2
he is terrible terrible,2
n o t   s a t i s f a c t o r i l y,2
Completely dissatisfied dissatisfied,2
n o t   e x p o s e d,2
say bad bad,2
n o t   d i s a p p e a r e d,2
n o t   g r e a t,2
are so bad bad,2
b a r e l y   r e m e m b e r e d,2
n o t   s e l f,2
Very lack lack,2
N E V E R   g o,2
to say bad bad,2
N o   s y m p a t h y,2
allow bad bad,2
am totally dissatisfied dissatisfied,2
n o   o p t i o n s,2
Absurdly bad bad,2
N O T   A T,2
or a failed failed,2
It got worse worse,2
to receive poor poor,2
n o   g e r m s,1
n o   g u i d e l i n e s,1
n e v e r   n e c e s s a r y,1
facilities and terrible terrible,1
months with terrible terrible,1
n o t   e n d e d,1
N o t   t r u s t w o r t h y,1
really incredibly bad bad,1
n o t   i m a g i n e,1
works worse worse,1
N O T   s i g n e d,1
"has
negative negative",1
n e v e r   g o n e,1
everything was terrible terrible,1
n e v e r   r e m o v e,1
n e v e r   a n o n y m o u s,1
couple of terrible terrible,1
"one has
negative negative",1
post negative negative,1
"n o t 
 g o",1
N O T   c o v e r,1
n e v e r   h a p p e n s,1
absolutely poor poor,1
n o   h o u r s,1
clearly lack lack,1
you post negative negative,1
seems to lack lack,1
you will fail fail,1
n e v e r   a f f e c t e d,1
n o   k e p t,1
n o t   M s,1
uncomprehending and lacking lacking,1
n o t   s h a r e d,1
N o t   d e c i s i v e,1
died in terrible terrible,1
h a r d l y   s a i d,1
is called failure failure,1
n o t   d a n g e r o u s,1
N o   t o p i c,1
n o t   f i r i n g,1
super bad bad,1
h a r d l y   t a l k e d,1
aggressive and negative negative,1
n o   v i s i b l e,1
n o t   l i s t e n e r,1
N o   p r e s c r i p t i o n,1
was super bad bad,1
heard negative negative,1
only heard negative negative,1
app works worse worse,1
experienced negative negative,1
really getting worse worse,1
n o t   w a s h,1
unregulated and worse worse,1
had to fail fail,1
will fail fail,1
you had negative negative,1
n o t   t o u g h,1
only experienced negative negative,1
honest and negative negative,1
n o t   w o r r i e d,1
N o   i n v o i c i n g,1
day was horrible horrible,1
trial was negative negative,1
N o   e x t e r n a l,1
N o   t r a c e,1
N o   i n s i g h t,1
n o t   e m p a t i n i n e,1
n o t   t r i e d,1
n o t   b r o u g h t,1
n o t   c u r e d,1
question is bad bad,1
n o t   h e a l t h,1
experienced such bad bad,1
n o t   d r y,1
h a r d l y   k e e p,1
n o   a d d e d,1
my detailed negative negative,1
him a negative negative,1
n o   p l a c e s,1
and the failure failure,1
n o t   s t r e s s,1
Arrogance and bad bad,1
n o   s l a n d e r,1
n o   u r g e n c y,1
doctor was bad bad,1
"n o t 
 n o r",1
n o t   1 8,1
like the bad bad,1
in very poor poor,1
treated worse worse,1
since you lack lack,1
"if we
fail fail",1
been treated worse worse,1
interpret as negative negative,1
if we fail fail,1
n o   t h e r a p e u t i c,1
struggling with negative negative,1
and her lack lack,1
detailed negative negative,1
"we
fail fail",1
we fail fail,1
n o   o u t b o x,1
n o t   t r a c t,1
the computer failure failure,1
me was negative negative,1
n e v e r   p r e s e n t,1
N E V E R   h e l p e d,1
one bad bad,1
allocation absolutely poor poor,1
n o t   H D L,1
by their terrible terrible,1
n o   v a c a t i o n,1
n o t   h e a l e d,1
n o t   p r o p o s e d,1
n o t   C a n a r y,1
got the worst worst,1
up worse worse,1
N O   t h e y,1
on failure failure,1
me one bad bad,1
borders on failure failure,1
experience and lack lack,1
n o t   M a r í a,1
their terrible terrible,1
attitude is bad bad,1
found a worse worse,1
n o   s l o w,1
n o   a d m i s s i o n,1
n o t   d e m o n s t r a b l y,1
particularly negative negative,1
n o t   c o v i d,1
is particularly negative negative,1
n o   e x c e p t i o n,1
will get worse worse,1
through the poor poor,1
n o   p r i o r,1
n o t   d e c r e a s e d,1
N o t   y o u r,1
ended up worse worse,1
had it bad bad,1
n o   q u o t e,1
n o   q u a l i f i c a t i o n,1
n o t   r o b o t s,1
They clearly lack lack,1
"a
negative negative",1
b a r e l y   w e n t,1
operation was terrible terrible,1
will be negative negative,1
N o   b r a n d,1
n o t   d e s p i s e,1
fatty liver worse worse,1
"n o t 
 t a k e",1
liver worse worse,1
n o   d e p t h,1
n o t   o r d e r e d,1
treatment was poor poor,1
The very worst worst,1
review was negative negative,1
"N o 
 S e n t",1
case of failure failure,1
b a r e l y   s w a l l o w,1
n o t   a c h i e v i n g,1
N o   g e s t u r e s,1
"n e v e r 
 g i v e n",1
find very negative negative,1
turned out worse worse,1
a manifest lack lack,1
experienced a worse worse,1
opinion were negative negative,1
you are dissatisfied dissatisfied,1
just as bad bad,1
n o t   N o r d e r s t e d t,1
n e v e r   k n e w,1
be extremely bad bad,1
"with
very negative negative",1
and the bad bad,1
rehabilitation clinic Bad Bad,1
manifest lack lack,1
n o t   g e n e r a l i z e d,1
it bad bad,1
n o t   u s a b l e,1
n o t   e x h a u s t e d,1
VAMED Rehaklinik Bad Bad,1
clinic Bad Bad,1
Rehaklinik Bad Bad,1
n e v e r   t a l k e d,1
it to fail fail,1
n o t   f i n i s h,1
find the lack lack,1
N o   s m i l e,1
h a r d l y   s p e a k s,1
N o   f e e d b a c k,1
n o   f a c i a l,1
"n o 
 I t",1
97616 Bad Bad,1
total FAILURE FAILURE,1
express my negative negative,1
n o   p u c,1
paint a negative negative,1
n o   c o n t e n t,1
N E V E R   r e c e i v e d,1
N E V E R   p u b l i s h e d,1
n o t   p r e v e n t,1
N E V E R   f o r g i v e,1
"N O T 
 A N S W E R",1
If the lack lack,1
n o t   l i f t e d,1
n o t   b i p o l a r,1
problem is lack lack,1
is lack lack,1
n e v e r   d i s l o c a t e,1
n o t   e r a s e,1
a computer failure failure,1
n e v e r   w i t h,1
"14
97616 Bad Bad",1
and spoke poor poor,1
account the poor poor,1
Deletion of negative negative,1
spoke poor poor,1
n o t   d e c e i v i n g,1
n o   r e c o u r s e,1
n o   p a r k i n g,1
n e v e r   a b o u t,1
n o t   w o r s e,1
with extremely poor poor,1
similar negative negative,1
was feeling bad bad,1
of having bad bad,1
which gets worse worse,1
n o t   j u d g i n g,1
salts and poor poor,1
not worse worse,1
professional and bad bad,1
had similar negative negative,1
n o t   t a c t f u l,1
CITY OF BAD BAD,1
any worse worse,1
"put a
negative negative",1
n o t   s t o p p e d,1
n e v e r   r e s o r t,1
been feeling bad bad,1
act worse worse,1
Quite a lack lack,1
N o t   p r a c t i c i n g,1
me very dissatisfied dissatisfied,1
the very bad bad,1
n o t   a r o u n d,1
n e v e r   d e a l t,1
"particularly special
bad bad",1
"special
bad bad",1
it without fail fail,1
in this negative negative,1
was completely negative negative,1
N O T   p u n c t u a l,1
N O   A L L E R G Y,1
completely negative negative,1
n o t   S h e,1
n o t   g r e e t i n g,1
n o   l o w e r,1
38667 Bad Bad,1
n o   d i a b e t e s,1
called failure failure,1
your many negative negative,1
that felt horrible horrible,1
n o   l,1
creating a bad bad,1
n o   m e n j a v a,1
n o t   I t,1
gets any worse worse,1
n o   r e s p o n s e s,1
t get worse worse,1
how poor poor,1
b a r e l y   b o t h e r e d,1
describe how poor poor,1
n o t   b a c k,1
n o t   m i s l e d,1
n o t   c o o p e r a t i n g,1
n o t   c o m p l a c e n t,1
I act worse worse,1
n e v e r   a p p e a r,1
suggest poor poor,1
as a negative negative,1
person a bad bad,1
Monday without fail fail,1
and gave bad bad,1
N O T   b l a m e,1
n o t   d r o w s i n e s s,1
father in bad bad,1
also other bad bad,1
t see bad bad,1
him how dissatisfied dissatisfied,1
n o t   g y n e c o l o g y,1
see bad bad,1
how dissatisfied dissatisfied,1
n o   U l t r a s c h a l l b e f u n d,1
n o t   D o c t o r,1
n o t   i n n o c e n t,1
n e v e r   s p o j r z a ł,1
Really VERY BAD BAD,1
confirm the worst worst,1
n o   c o n f l i c t,1
OF BAD BAD,1
OrtsFw Bad Bad,1
N O T   s i g n,1
n o t   m i s l e a d i n g,1
gave bad bad,1
n e v e r   c o n s u l t s,1
long suggest poor poor,1
n o t   f i n e,1
giving a negative negative,1
As negative negative,1
N O T   A N,1
either lack lack,1
has been negative negative,1
been negative negative,1
from either lack lack,1
n o t   r e a c h a b l e,1
result of poor poor,1
n o t   S c h e f f e l s t r a s s e,1
N o   j u d g m e n t,1
it seems terrible terrible,1
and seems lacking lacking,1
N O   A N S W E R,1
time was worse worse,1
n o t   s p e n d,1
N O   c h a n g e,1
n o   l a b e l,1
you poor poor,1
N o   g o o d,1
N O T   m a d e,1
n o   f e e,1
its worst worst,1
Which failure failure,1
has gotten worse worse,1
read bad bad,1
to read bad bad,1
n o t   a r c h i v e d,1
definitely lacking lacking,1
short and bad bad,1
n o   s a l i v a r y,1
are definitely lacking lacking,1
They had bad bad,1
n o t   a d a p t e d,1
n o t   s u p p l i e d,1
n o t   t r a v e l e d,1
n o   v i s i t o r s,1
n o t   b r e a k i n g,1
h a r d l y   r e c e i v e d,1
n o   i n f e c t i o n,1
things were terrible terrible,1
was in bad bad,1
n o t   G e r m a n,1
teeth are bad bad,1
She was terrible terrible,1
at its worst worst,1
"become
bad bad",1
to heart failure failure,1
"each
negative negative",1
"n o t 
 v e r i f i a b l e",1
legitimate negative negative,1
prevent legitimate negative negative,1
n o   H T T P S,1
on negative negative,1
spread negative negative,1
based on negative negative,1
b a r e l y   h a s,1
n o t   a b d o m i n a l,1
to spread negative negative,1
n o   r e a l i s t i c,1
"against each
negative negative",1
with heart failure failure,1
regular negative negative,1
"every
negative negative",1
criticizes a negative negative,1
was regular negative negative,1
"as every
negative negative",1
N e v e r   p h y s i c a l l y,1
"has become
bad bad",1
n e v e r   m e a s u r e d,1
n o   t a r g e t e d,1
n o t   s i g n i f i c a n t,1
can have negative negative,1
N o   g a v e,1
N E V E R   l e t,1
office in bad bad,1
to explain failed failed,1
n e v e r   s a y s,1
really dissatisfied dissatisfied,1
n o   g i r l,1
b a r e l y   l i s t e n i n g,1
N e v e r   b e e n,1
is aesthetically worse worse,1
and their lack lack,1
n o t   v a c c i n a t e,1
n o t   h a n d l e d,1
n o t   6,1
explain failed failed,1
n o   t o p i c,1
seemed very bad bad,1
Late and bad bad,1
me very poor poor,1
remedy was worse worse,1
n o t   p r e d i c t a b l e,1
aesthetically worse worse,1
actually very bad bad,1
"n o t 
 c o r r e c t",1
N o   r e c o r d e d,1
n o   m a n n e r,1
feel very dissatisfied dissatisfied,1
behind every failure failure,1
n o t   r e t a i n i n g,1
cancel a bad bad,1
n o t   h o l i s t i c,1
the associated lack lack,1
n o t   c o n s i s t,1
10 negative negative,1
in 10 negative negative,1
N o t   a v a i l a b l e,1
His terrible terrible,1
already poor poor,1
n o   w o r d,1
her already poor poor,1
n o t   i n t e r a c t e d,1
n o   w e a r,1
associated lack lack,1
with his poor poor,1
especially negative negative,1
Deleting negative negative,1
"office
Huge lack lack",1
n o t   s c i e n t i f i c a l l y,1
n o   s t u d i e s,1
"N o 
 S o",1
N o   k n o w l e d g e,1
blame the lack lack,1
is still bad bad,1
n e v e r   r e a c h a b l e,1
too dissatisfied dissatisfied,1
m too dissatisfied dissatisfied,1
me is terrible terrible,1
n o t   a p p o i n t m e n t,1
"n o t 
 a r e",1
n o   a u t o m a t i c,1
n o t   o k,1
diagnosis was bad bad,1
contact this terrible terrible,1
n o t   g o t,1
n o t   c o m m u n i c a t i n g,1
Made a bad bad,1
him completely lacking lacking,1
n e v e r   p r e s c r i b e d,1
n o t   f i x,1
and how lacking lacking,1
n o   s u b s c r i p t i o n s,1
b a r e l y   g o n e,1
it get bad bad,1
which was worse worse,1
n o   a l c o h o l,1
I unfortunately failed failed,1
n o t   o n c e,1
n e v e r   d i s c u s s e d,1
"n o t 
 i n f o r m e d",1
Why is negative negative,1
n o t   c o n s u m i n g,1
"n o 
 R e a s o n",1
rated the lack lack,1
N o t   f a r,1
n e v e r   s u b s c r i b e d,1
removes all negative negative,1
h a r d l y   s m o k e,1
tested negative negative,1
4 in Bad Bad,1
apply to Bad Bad,1
n o   c o r r e s p o n d i n g,1
"n o t 
 G i v e",1
clear that negative negative,1
advice and terrible terrible,1
"happened
negative negative",1
since the worst worst,1
"nothing happened
negative negative",1
n o t   c a n c e l i n g,1
Very worse worse,1
Looked terrible terrible,1
delete all negative negative,1
dose of bad bad,1
n o t   s m o k i n g,1
rather the failure failure,1
n o t   c o n t a g i o u s,1
n e v e r   t h r o u g h,1
b a r e l y   w o r k e d,1
n o t   l a s e r,1
n o   d r o p s,1
Disastrously bad bad,1
n o   e i t h e r,1
n o t   s c a r l e t,1
83707 Bad Bad,1
n o t   b u r d e n e d,1
"me
very bad bad",1
n o   p a n i c,1
n e v e r   c o n t a c t,1
n o t   h e a l t h y,1
"them
Negative Negative",1
"have them
Negative Negative",1
who is bad bad,1
clinic in Bad Bad,1
"n o t 
 a t t e n d",1
n e v e r   h e l p e d,1
h a r d l y   i n t e r e s t e d,1
N o t   r e m o v e d,1
n o t   s e s s i o n,1
n o   s p r i n t s,1
n o   e m p l o y e e s,1
94072 Bad Bad,1
N o   t r o b,1
even have negative negative,1
"2
94072 Bad Bad",1
her quite bad bad,1
n o t   w a r r a n t,1
"n o 
 o n e",1
n o t   a l s o,1
n o   p a s s w o r d,1
delete negative negative,1
to delete negative negative,1
out the lack lack,1
"n o 
 s e c u r i t y",1
n o t   S c a m,1
n e v e r   o n e,1
"n o t 
 a w a r e",1
Extremely poor poor,1
n o t   s t a f f e d,1
communication was poor poor,1
was the negative negative,1
n o   c a s e s,1
n o t   e x p e r i e n c e,1
n o t   p a i n t,1
sounds negative negative,1
"much
sounds negative negative",1
n o t   d e b i t e d,1
n o t   m e n t a l l y,1
n o   u s e r,1
n o t   c a l m,1
He gives bad bad,1
accusatory and lacking lacking,1
n o t   s u s p e c t,1
n o t   o f f e r i n g,1
"n o t 
 r e q u e s t e d",1
H a r d l y   a,1
how lacking lacking,1
regarding negative negative,1
us a negative negative,1
dilemma regarding negative negative,1
and sometimes bad bad,1
fan of negative negative,1
n o t   m e a n i n g f u l,1
N o   c o n v e r s a t i o n,1
n e v e r   g o t t e n,1
n o   f i x e d,1
N E V E R   A,1
N o   i n t e r n a t i o n a l,1
m leaving worse worse,1
"that
has failed failed",1
n o t   u n t r u e,1
n o   o v e r w h e l m,1
n o   d a y,1
n o   l e n s,1
piece of bad bad,1
leaving worse worse,1
by his lack lack,1
N O   f a u l t,1
n o t   l i e,1
a real lack lack,1
N o   e x c h a n g e,1
and so lacking lacking,1
"n o t 
 r e s p o n s i b l e",1
does not lack lack,1
